0000;OCUPAÇÕES MAL ESPECIFICADAS
1111;LEGISLADORES 
1112;DIRIGENTES GERAIS DA ADMINISTRAÇÃO PÚBLICA
1113;MINISTROS DE TRIBUNAIS
1122;DIRIGENTES DE PRODUÇÃO E OPERAÇÕES DA ADMINISTRAÇÃO PÚBLICA
1123;DIRIGENTES DAS ÁREAS DE APOIO DA ADMINISTRAÇÃO PÚBLICA
1130;CHEFES DE PEQUENAS POPULAÇÕES
1140;DIRIGENTES E ADMINISTRADORES DE ORGANIZAÇÃO DE INTERESSE PÚBLICO
1210;DIRETORES GERAIS  
1219;DIRIGENTES DE EMPRESAS - EMPREGADORES COM MAIS DE 5 EMPREGADOS
1220;DIRETORES DE ÁREAS DE PRODUÇÃO E OPERAÇÕES (DPO)
1230;DIRETORES DE ÁREAS DE APOIO
1310;GERENTES DE PRODUÇÃO E OPERAÇÕES
1320;GERENTES DE ÁREAS DE APOIO
2011;PROFISSIONAIS DA BIOENGENHARIA, BIOTECNOLOGIA E ENGENHARIA GENÉTICA
2012;PROFISSIONAIS DA METROLOGIA
2021;ENGENHEIROS MECATRÔNICOS
2111;PROFISSIONAIS DA MATEMÁTICA
2112;PROFISSIONAIS DA ESTATÍSTICA
2121;ESPECIALISTA EM COMPUTAÇÃO
2122;ENGENHEIROS EM COMPUTAÇÃO - DESENVOLVEDORES DE SOFTWARE
2123;ESPECIALISTA EM INFORMÁTICA
2124;ANALISTAS DE SISTEMAS
2125;PROGRAMADORES DE INFORMÁTICA
2131;FÍSICOS
2132;QUÍMICOS
2133;PROFISSIONAIS DO ESPAÇO E DA ATMOSFERA
2134;GEÓLOGOS E GEOFÍSICOS
2140;ENGENHEIROS DE MATERIAIS
2141;ARQUITETOS
2142;ENGENHEIROS CIVIS E AFINS
2143;ENGENHEIROS ELETROELETRÔNICOS E AFINS
2144;ENGENHEIROS MECÂNICOS
2145;ENGENHEIROS QUÍMICOS
2146;ENGENHEIROS METALÚRGICOS 
2147;ENGENHEIROS DE MINAS
2148;ENGENHEIROS AGRIMENSORES E DE CARTOGRAFIA
2149;OUTROS ENGENHEIROS, ARQUITETOS E AFINS
2151;OFICIAIS DE CONVÉS
2152;OFICIAIS DE MÁQUINAS
2153;PROFISSIONAIS DA NAVEGAÇÃO AÉREA
2211;BIÓLOGOS E AFINS
2221;AGRÔNOMOS E AFINS
2231;MÉDICOS
2232;CIRURGIÕES-DENTISTAS
2233;VETERINÁRIOS
2234;FARMACÊUTICOS
2235;ENFERMEIROS DE NÍVEL SUPERIOR E AFINS
2236;FISIOTERAPEUTAS E AFINS
2237;NUTRICIONISTAS 
2311;PROFESSORES DA EDUCAÇÃO INFANTIL (nível superior)
2312;PROFESSORES DE DISCIPLINAS DA EDUCAÇÃO GERAL DE 1ª A 4ª SÉRIES DO ENSINO FUNDAMENTAL (nível superior)
2313;PROFESSORES DE DISCIPLINAS DA EDUCAÇÃO GERAL DE 5ª A 8ª SÉRIES DO ENSINO FUNDAMENTAL
2321;PROFESSORES DE DISCIPLINAS DA EDUCAÇÃO GERAL DO ENSINO MÉDIO
2330;PROFESSORES E INSTRUTORES DO ENSINO PROFISSIONAL
2340;PROFESSORES DO ENSINO SUPERIOR
2391;PROFESSORES DE EDUCAÇÃO FÍSICA
