11;MEMBROS SUPERIORES E DIRIGENTES DO PODER PÚBLICO
12;DIRIGENTES DE EMPRESAS E ORGANIZAÇÕES (EXCETO DE INTERESSE PÚBLICO)
13;GERENTES
20;PROFISSIONAIS POLICIENTÍFICOS
21;PROFISSIONAIS DAS CIÊNCIAS EXATAS, FÍSICAS E DA ENGENHARIA
22;PROFISSIONAIS DAS CIÊNCIAS BIOLÓGICAS, DA SAÚDE E AFINS
23;PROFISSIONAIS DO ENSINO (COM FORMAÇÃO DE NÍVEL SUPERIOR)
24;PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS
25;PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS
26;COMUNICADORES, ARTISTAS E RELIGIOSOS
30;TÉCNICOS POLIVALENTES
31;TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS
32;TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BI0LÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS
33;PROFESSORES LEIGOS E DE NÍVEL MÉDIO
34;TÉCNICOS DE NÍVEL MÉDIO EM SERVIÇOS DE TRANSPORTES
35;TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS
37;TÉCNICOS EM NÍVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS
39;OUTROS TÉCNICOS DE NÍVEL MÉDIO
41;ESCRITURÁRIOS
42;TRABALHADORES DE ATENDIMENTO AO PÚBLICO
51;TRABALHADORES DOS SERVIÇOS
52;VENDEDORES E PRESTADORES DE SERVIÇOS DO COMÉRCIO 
61;PRODUTORES NA EXPLORAÇÃO AGROPECUÁRIA
62;TRABALHADORES NA EXPLORAÇÃO AGROPECUÁRIA
63;PESCADORES, CAÇADORES E EXTRATIVISTAS FLORESTAIS
64;TRABALHADOR DA MECANIZAÇÃO AGROPECUÁRIA E FLORESTAL
71;TRABALHADORES DA INDÚSTRIA EXTRATIVA E DA CONSTRUÇÃO CIVIL
72;TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS
73;TRABALHADORES DA FABRICAÇÃO E INSTALAÇÃO ELETROELETRÔNICA
74;MONTADORES DE APARELHOS E INSTRUMENTOS DE PRECISÃO E MUSICAIS
75;JOALHEIROS, VIDREIROS, CERAMISTAS E AFINS
76;TRABALHADORES DAS INDÚSTRIAS TÊXTEIS, DO CURTIMENTO, DO VESTÚARIO E DAS ARTES GRÁFICAS
77;TRABALHADORES DAS INDÚSTRIAS DE MADEIRA E DO MOBILIÁRIO
78;TRABALHADORES DE FUNÇÕES TRANSVERSAIS
81;TRABALHADORES DAS INDÚSTRIAS DE PROCESSOS CONTÍNUOS E OUTRAS INDÚSTRIAS
82;TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO
83;TRABALHADORES DE INSTALAÇÕES E MÁQUINAS DE FABRICAÇÃO DE CELULOSE , PAPEL, PAPELÃO E ARTEFATOS
84;TRABALHADORES DA FABRICAÇÃO DE ALIMENTOS, BEBIDAS E FUMO
86;OPERADORES DE INSTALAÇÕES DE PRODUÇÃO E DISTRIBUIÇÃO DE ENERGIA, UTILIDADES, CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO DE ÁGUA
87;OUTROS TRABALHADORES ELEMENTARES INDUSTRIAIS
91;TRABALHADORES DE REPARAÇÃO E MANUTENÇÃO MECÂNICA
95;POLIMANTENEDORES
99;OUTROS TRABALHADORES DA CONSERVAÇÃO, MANUTENÇÃO E REPARAÇÃO
1;MILITARES DA AERONÁUTICA
2;MILITARES DO EXÉRCITO
3;MILITARES DA MARINHA
4;POLICIAIS MILITARES
5;BOMBEIROS MILITARES
